id,X,Y,label
762,3054,762,Malignant
763,5397,784,Malignant
764,5270,754,Macrophage
765,2977,759,Malignant
766,3524,736,CAF
767,5438,738,Macrophage
768,2311,742,Endothelial
769,5368,733,Macrophage
770,3195,736,Macrophage
771,4249,730,Plasma
772,5072,719,Malignant
773,4131,723,CAF
774,5187,679,Malignant
775,5338,688,Malignant
776,1599,697,Macrophage
777,4146,694,Pericyte
778,3476,702,Macrophage
779,2957,685,Malignant
780,2842,684,Malignant
781,3405,668,Macrophage
782,4409,667,Macrophage
783,2785,668,Malignant
784,5418,668,Malignant
785,4880,666,CAF
786,4980,669,Macrophage
787,2388,654,CD8+ T
788,3523,644,Macrophage
789,2756,617,Malignant
790,5076,646,Malignant
791,4350,629,Plasma
792,4647,626,CAF
793,4833,637,CAF
794,2996,615,Malignant
795,5323,584,Malignant
796,5396,614,Malignant
797,5423,591,Malignant
798,3301,591,Macrophage
799,5081,596,Macrophage
800,2861,608,Pericyte
801,4805,587,Plasma
802,5455,562,Malignant
803,1790,591,CAF
804,3024,561,Malignant
805,4683,579,Plasma
806,5216,574,Malignant
807,3549,545,Malignant
808,3221,567,Malignant
809,5367,555,Malignant
810,5399,543,Malignant
811,3089,557,Malignant
812,5077,556,CAF
813,4278,519,Plasma
814,2852,523,Endothelial
815,5202,509,Malignant
816,5294,509,Malignant
817,3214,451,Malignant
818,4571,500,Plasma
819,3504,481,Malignant
820,4359,481,Endothelial
821,3023,475,Malignant
822,3677,479,Malignant
823,2505,492,Plasma
824,2828,466,Endothelial
825,2960,479,Macrophage
826,2895,466,Macrophage
827,2353,462,Plasma
828,2854,449,Endothelial
829,5346,430,Malignant
830,4966,455,Macrophage
831,3723,430,Malignant
832,5170,426,Malignant
833,5264,411,Malignant
834,4452,418,Endothelial
835,2999,402,CAF
836,3146,412,Macrophage
837,3757,396,Malignant
838,5428,379,Malignant
839,2822,397,Macrophage
840,3533,364,Malignant
841,5302,370,Malignant
842,3656,371,Malignant
843,4489,381,Endothelial
844,3709,345,Malignant
845,3750,306,Malignant
846,3534,285,Natural killer
847,3877,269,Malignant
848,3732,255,Malignant
849,4024,266,Plasma
850,3688,235,Malignant
851,5436,247,Malignant
852,3385,228,Pericyte
853,5364,230,Malignant
854,5426,220,Malignant
855,1186,205,Plasma
856,5391,119,Malignant
857,5444,126,Malignant
858,3952,137,Macrophage
859,3910,121,CAF
860,4094,96,Plasma
861,3856,56,Malignant
862,4640,75,Plasma
863,3914,43,Malignant
864,5441,53,Malignant
865,3388,36,Macrophage
866,3790,33,Endothelial
867,3929,22,Malignant
868,796,3611,CAF
869,1050,3609,CAF
870,1709,3614,CAF
871,2873,3621,Plasma
872,945,3591,CAF
873,4848,3618,Plasma
874,4316,3572,Malignant
875,2457,3571,Dendritic (activated)
876,4568,3561,Plasma
877,2200,3563,Plasma
878,4850,3547,CAF
879,5396,3573,CAF
880,2764,3548,Macrophage
881,2022,3518,CAF
882,2564,3547,CAF
883,1102,3531,CAF
884,4948,3521,CAF
885,4506,3535,Macrophage
886,2911,3534,CAF
887,1563,3521,Endothelial
888,1700,3501,CAF
889,5066,3516,Malignant
890,4420,3506,CD8+ T
891,2726,3491,CAF
892,4911,3461,CAF
893,2832,3468,Macrophage
894,4410,3472,CAF
895,790,3463,Macrophage
896,4828,3475,Plasma
897,5164,3468,Pericyte
898,712,3453,Plasma
899,1084,3452,Endothelial
900,1013,3448,CD8+ T
901,1762,3444,CAF
902,980,3415,Plasma
903,2511,3420,Mast
904,1243,3415,CAF
905,2471,3409,CAF
906,3208,3415,Macrophage
907,1137,3404,CAF
908,746,3377,Macrophage
909,5076,3371,CAF
910,5331,3391,CAF
911,2166,3376,CAF
912,2608,3371,Macrophage
913,5440,3369,Malignant
914,1237,3366,Treg
915,3533,3357,CAF
916,2510,3347,CAF
917,4989,3341,CAF
918,3226,3316,Endothelial
919,685,3310,Neutrophil
920,5437,3324,Malignant
921,2847,3288,CAF
922,2279,3267,CAF
923,5314,3272,CAF
924,2356,3255,CAF
925,1833,3256,CAF
926,3735,3262,Plasma
927,5314,3247,Plasma
928,4990,3237,CAF
929,1349,3222,CAF
930,5445,3218,Malignant
931,2481,3231,Mast
932,4579,3221,CAF
933,1893,3221,CAF
934,1043,3214,CAF
935,3196,3217,CAF
936,5399,3210,Malignant
937,224,3196,Plasma
938,2449,3157,Plasma
939,3030,3181,CAF
940,2841,3148,Plasma
941,977,3149,Plasma
942,2134,3107,CAF
943,3046,3136,CAF
944,5321,3113,CAF
945,3886,3110,CAF
946,996,3106,Macrophage
947,1478,3104,Plasma
948,2318,3113,Macrophage
949,3025,3125,CAF
950,1370,3104,CAF
951,3590,3114,Malignant
952,1085,3072,Treg
953,895,3079,Treg
954,3141,3074,CAF
955,4790,3069,CD4+ T
956,122,3058,Plasma
957,1715,3058,CAF
958,2643,3067,CAF
959,1628,3051,CAF
960,3335,3060,CAF
961,84,3043,Plasma
962,1215,3018,Plasma
963,2410,3053,Macrophage
964,3026,3038,Endothelial
965,2877,3032,Plasma
966,5426,3045,Plasma
967,177,3036,B
968,3427,3050,Macrophage
969,3245,3040,Macrophage
970,3408,3025,CAF
971,3273,3004,Endothelial
972,5158,3001,Macrophage
973,4440,2996,CAF
974,3151,2993,CAF
975,1598,2982,Plasma
976,3895,3008,CAF
977,5235,2960,CAF
978,3497,2987,CAF
979,4921,2982,Dendritic (activated)
980,3183,2970,CAF
981,3008,2981,CAF
982,3421,2978,Endothelial
983,1191,2959,Macrophage
984,87,2955,CAF
985,1755,2956,CAF
986,3086,2944,CAF
987,3198,2917,Pericyte
988,3602,2956,Malignant
989,4145,2944,CAF
990,3043,2935,CAF
991,1424,2932,CAF
992,3496,2935,CAF
993,3444,2930,CAF
994,2596,2916,CAF
995,4047,2908,CAF
996,3299,2926,Schwann/nerve
997,3512,2897,Endothelial
998,1317,2894,Treg
999,5073,2898,CAF
1000,3122,2894,CAF
1001,1082,2896,B
1002,1848,2870,Macrophage
1003,1105,2866,Natural killer
1004,3311,2876,CAF
1005,3272,2876,Schwann/nerve
1006,4262,2861,CAF
1007,3363,2883,Schwann/nerve
1008,3550,2878,Endothelial
1009,3442,2880,CAF
1010,3077,2861,CAF
1011,1030,2854,Dendritic (activated)
1012,667,2839,CAF
1013,3138,2838,Schwann/nerve
1014,992,2836,Plasma
1015,3512,2808,Endothelial
1016,1520,2821,CAF
1017,2608,2835,Macrophage
1018,1242,2794,B
1019,4157,2804,CAF
1020,1147,2792,Natural killer
1021,1185,2791,B
1022,3345,2801,Schwann/nerve
1023,1008,2784,Plasma
1024,389,2780,B
1025,1938,2780,Macrophage
1026,4499,2781,Macrophage
1027,2452,2770,Macrophage
1028,2777,2750,CAF
1029,3236,2765,Schwann/nerve
1030,1091,2739,Dendritic (activated)
1031,295,2740,Plasma
1032,974,2741,Plasma
1033,1205,2743,B
1034,1283,2723,Plasma
1035,1228,2729,B
1036,3363,2742,Schwann/nerve
1037,3179,2740,Schwann/nerve
1038,3210,2740,Schwann/nerve
1039,1440,2721,Malignant
1040,1917,2706,B
1041,3349,2693,Schwann/nerve
1042,3549,2696,Endothelial
1043,1152,2697,B
1044,1200,2696,B
1045,2569,2699,Macrophage
1046,4190,2672,CAF
1047,3577,2665,CAF
1048,955,2672,Macrophage
1049,4382,2664,CAF
1050,4095,2670,Malignant
1051,1898,2655,CAF
1052,1540,2638,CAF
1053,1783,2650,Macrophage
1054,3448,2632,CAF
1055,1140,2638,B
1056,1401,2625,CAF
1057,90,2591,CAF
1058,2615,2631,Macrophage
1059,3078,2626,Macrophage
1060,3129,2636,CAF
1061,1255,2621,Dendritic (activated)
1062,1973,2601,CAF
1063,1287,2610,Treg
1064,1194,2604,B
1065,1889,2597,CAF
1066,3268,2595,CAF
1067,4484,2600,Plasma
1068,1167,2569,Macrophage
1069,1447,2575,Natural killer
1070,5358,2541,CAF
1071,1349,2561,Macrophage
1072,2156,2554,Macrophage
1073,4530,2534,Endothelial
1074,403,2537,CD8+ T
1075,966,2532,CAF
1076,1315,2533,Macrophage
1077,3312,2530,CAF
1078,1499,2522,Natural killer
1079,1090,2507,B
1080,2174,2474,CAF
1081,3150,2496,Endothelial
1082,1872,2479,Macrophage
1083,3227,2488,CAF
1084,407,2458,CAF
1085,1560,2466,Macrophage
1086,3690,2440,Malignant
1087,1035,2459,CD4+ T
1088,3235,2450,CAF
1089,4848,2440,Macrophage
1090,3291,2444,CAF
1091,3320,2444,Malignant
1092,1723,2443,CAF
1093,3211,2448,Macrophage
1094,1150,2420,Macrophage
1095,1288,2439,CD4+ T
1096,3029,2435,Macrophage
1097,1461,2423,Treg
1098,885,2426,CAF
1099,2164,2408,CAF
1100,4280,2427,CAF
1101,1495,2406,CAF
1102,3030,2384,CAF
1103,1250,2382,Treg
1104,5026,2392,CAF
1105,981,2408,Mast
1106,1030,2388,Treg
1107,43,2391,Malignant
1108,310,2390,CAF
1109,4867,2383,CAF
1110,2658,2377,Dendritic (activated)
1111,3292,2369,CAF
1112,969,2360,Mast
1113,98,2354,Dendritic (plasmacytoid)
1114,1603,2364,Macrophage
1115,750,2348,Treg
1116,2779,2338,CAF
1117,384,2329,Plasma
1118,205,2317,CD8+ T
1119,135,2331,Plasma
1120,3205,2328,CAF
1121,2654,2295,Endothelial
1122,2726,2304,CAF
1123,2971,2308,CAF
1124,244,2309,B
1125,3820,2319,CAF
1126,3275,2270,CAF
1127,2535,2247,CAF
1128,2701,2238,Macrophage
1129,1657,2252,Macrophage
1130,3618,2270,CAF
1131,1565,2223,Dendritic (activated)
1132,157,2244,CD4+ T
1133,5423,2212,CAF
1134,89,2231,CAF
1135,3202,2217,Macrophage
1136,1946,2242,Endothelial
1137,3873,2222,Plasma
1138,286,2212,CD8+ T
1139,1417,2198,Macrophage
1140,724,2198,Macrophage
1141,120,2195,CAF
1142,231,2195,Plasma
1143,1946,2190,Endothelial
1144,272,2175,Plasma
1145,4133,2172,CAF
1146,2654,2164,Macrophage
1147,1441,2129,Macrophage
1148,326,2146,Plasma
1149,215,2142,CD8+ T
1150,3859,2141,CAF
1151,278,2135,Plasma
1152,409,2130,B
1153,1740,2155,CAF
1154,2580,2115,Macrophage
1155,1406,2116,CAF
1156,3420,2135,Macrophage
1157,3652,2126,CAF
1158,3745,2119,CAF
1159,445,2096,Plasma
1160,4661,2092,CAF
1161,4570,2086,Plasma
1162,692,2089,CAF
1163,3005,2096,CAF
1164,1955,2104,Malignant
1165,3398,2094,CAF
1166,2408,2063,CAF
1167,3479,2089,Macrophage
1168,1122,2099,CAF
1169,281,2090,Plasma
1170,1631,2058,Macrophage
1171,5086,2078,Dendritic (activated)
1172,3623,2073,Endothelial
1173,4994,2061,CAF
1174,1778,2066,Endothelial
1175,3644,2066,Endothelial
1176,3893,2055,CAF
1177,2797,2048,CAF
1178,282,2045,Plasma
1179,2709,2038,CAF
1180,3437,2049,CAF
1181,117,2041,Macrophage
1182,535,2032,Treg
1183,1010,2027,Endothelial
1184,3314,2028,Macrophage
1185,4400,2002,CAF
1186,474,1999,Plasma
1187,2668,1992,CAF
1188,673,1979,Plasma
1189,177,1979,Macrophage
1190,131,1972,Plasma
1191,5090,1975,CAF
1192,1945,1979,Macrophage
1193,566,1965,Natural killer
1194,4751,1962,CAF
1195,3544,1952,CAF
1196,1096,1958,CAF
1197,492,1926,CAF
1198,822,1945,CAF
1199,2367,1930,CAF
1200,2323,1919,CAF
1201,2504,1931,CAF
1202,5058,1912,CAF
1203,2622,1896,CAF
1204,3286,1899,CAF
1205,2578,1902,CAF
1206,2655,1900,Macrophage
1207,3088,1905,CAF
1208,3838,1908,Macrophage
1209,3435,1868,CAF
1210,4604,1889,Macrophage
1211,4410,1871,CAF
1212,5266,1876,Macrophage
1213,1473,1846,Neutrophil
1214,2789,1848,Malignant
1215,1258,1843,Dendritic (activated)
1216,2451,1838,CAF
1217,3876,1834,CAF
1218,2352,1810,Macrophage
1219,4561,1823,CAF
1220,2708,1816,CAF
1221,3144,1799,CAF
1222,1478,1796,CAF
1223,3102,1825,Treg
1224,3303,1768,CAF
1225,81,1790,Pericyte
1226,4456,1793,CAF
1227,4905,1785,CAF
1228,4302,1794,CAF
1229,3169,1759,Endothelial
1230,412,1783,CAF
1231,1118,1771,Natural killer
1232,1656,1764,CAF
1233,3765,1749,CAF
1234,142,1745,Natural killer
1235,4459,1744,CAF
1236,1387,1754,Natural killer
1237,498,1736,CD4+ T
1238,4641,1739,Macrophage
1239,1307,1728,Macrophage
1240,1449,1726,Dendritic (activated)
1241,3674,1696,Mast
1242,2255,1734,Malignant
1243,277,1726,Plasma
1244,2198,1715,Malignant
1245,3380,1713,CAF
1246,536,1704,Plasma
1247,1268,1693,Natural killer
1248,612,1687,Natural killer
1249,1395,1676,Macrophage
1250,31,1678,Macrophage
1251,1704,1699,CAF
1252,5315,1697,Plasma
1253,5416,1675,CAF
1254,262,1664,Treg
1255,1840,1656,Treg
1256,1894,1671,Dendritic (activated)
1257,135,1665,Macrophage
1258,2320,1656,CAF
1259,1936,1670,Macrophage
1260,2205,1664,CAF
1261,651,1635,CD8+ T
1262,2051,1646,Endothelial
1263,3416,1635,CAF
1264,1290,1631,Treg
1265,3503,1633,CAF
1266,5008,1629,CAF
1267,3235,1627,CAF
1268,1901,1602,Macrophage
1269,1815,1621,CAF
1270,2831,1603,CAF
1271,1316,1589,Macrophage
1272,3401,1564,Dendritic (activated)
1273,2239,1593,CAF
1274,3159,1586,CAF
1275,1011,1573,CAF
1276,2784,1580,Macrophage
1277,4996,1580,Plasma
1278,3177,1569,CAF
1279,1826,1566,Dendritic (activated)
1280,540,1569,CD4+ T
1281,1224,1543,CAF
1282,3471,1572,CAF
1283,4624,1572,CAF
1284,1252,1567,CAF
1285,5235,1565,CAF
1286,437,1557,CAF
1287,2674,1560,Plasma
1288,2865,1558,CAF
1289,1370,1544,Dendritic (activated)
1290,2597,1569,CAF
1291,2121,1544,Endothelial
1292,625,1536,Plasma
1293,175,1529,CD8+ T
1294,227,1522,B
1295,512,1531,B
1296,560,1529,Treg
1297,1031,1529,Plasma
1298,4891,1533,CAF
1299,2593,1495,CAF
1300,2876,1516,CAF
1301,1303,1514,Macrophage
1302,4296,1526,CAF
1303,3146,1502,CAF
1304,4311,1498,CAF
1305,363,1512,Plasma
1306,2245,1513,Malignant
1307,4496,1497,Macrophage
1308,412,1497,Plasma
1309,2763,1487,Endothelial
1310,1816,1490,Treg
1311,81,1489,Macrophage
1312,501,1478,Treg
1313,275,1505,Macrophage
1314,5414,1490,Plasma
1315,2871,1470,CAF
1316,3687,1477,CAF
1317,3490,1457,CAF
1318,4993,1479,CAF
1319,4645,1464,CAF
1320,2105,1459,CAF
1321,3994,1476,Malignant
1322,258,1450,Treg
1323,1847,1451,CAF
1324,4386,1432,Treg
1325,5175,1442,Plasma
1326,3097,1453,CAF
1327,1596,1410,CAF
1328,2986,1410,CAF
1329,3128,1416,CAF
1330,1967,1399,Macrophage
1331,5336,1421,CAF
1332,304,1411,Plasma
1333,4305,1414,CAF
1334,4420,1409,CAF
1335,3684,1387,CAF
1336,4980,1393,CAF
1337,1460,1389,CAF
1338,4484,1399,CAF
1339,2902,1380,CAF
1340,4857,1387,CAF
1341,5078,1389,CAF
1342,3560,1364,CAF
1343,3665,1339,CAF
1344,2737,1354,CAF
1345,3775,1345,CAF
1346,5361,1342,Plasma
1347,338,1342,Plasma
1348,5210,1327,Endothelial
1349,33,1320,Macrophage
1350,239,1326,CD8+ T
1351,4522,1335,CAF
1352,3464,1325,CAF
1353,4333,1325,Macrophage
1354,3050,1294,CAF
1355,1871,1317,CAF
1356,3513,1312,CAF
1357,5176,1307,Endothelial
1358,2833,1303,Mast
1359,5073,1293,CAF
1360,2708,1305,CAF
1361,4578,1300,Malignant
1362,4854,1304,CAF
1363,257,1294,CAF
1364,2776,1274,CAF
1365,219,1275,CAF
1366,4812,1291,Endothelial
1367,2929,1257,CAF
1368,3432,1270,CAF
1369,3804,1283,Malignant
1370,156,1246,Dendritic (activated)
1371,3518,1233,Natural killer
1372,3805,1256,Malignant
1373,4737,1249,Macrophage
1374,5182,1221,Endothelial
1375,2571,1243,CD8+ T
1376,3015,1194,CAF
1377,3622,1215,CAF
1378,1665,1206,Macrophage
1379,40,1197,Macrophage
1380,4013,1193,CAF
1381,3348,1194,Macrophage
1382,1797,1178,CAF
1383,2581,1179,CAF
1384,4097,1189,CAF
1385,77,1181,Plasma
1386,4717,1181,Plasma
1387,3190,1182,Macrophage
1388,3141,1160,CAF
1389,4256,1166,CAF
1390,1063,1135,CAF
1391,2932,1142,CAF
1392,2344,1158,Malignant
1393,177,1143,B
1394,4389,1135,Plasma
1395,3407,1128,CAF
1396,4434,1142,Plasma
1397,121,1133,Plasma
1398,1947,1127,Macrophage
1399,3300,1125,Macrophage
1400,3840,1132,Macrophage
1401,3912,1126,CAF
1402,1780,1120,Macrophage
1403,410,1078,Natural killer
1404,2599,1110,Plasma
1405,3212,1116,CAF
1406,727,1092,CAF
1407,152,1100,Plasma
1408,2075,1098,Mast
1409,3263,1116,Endothelial
1410,4266,1103,CAF
1411,3243,1079,Pericyte
1412,2224,1099,CAF
1413,3502,1088,Macrophage
1414,195,1082,Plasma
1415,5281,1075,Macrophage
1416,4962,1071,Plasma
1417,2793,1083,Mast
1418,4838,1069,CAF
1419,124,1044,Plasma
1420,2654,1044,CAF
1421,2782,1038,Plasma
1422,3750,1027,CAF
1423,4311,1034,CAF
1424,533,1046,Plasma
1425,3956,1022,CAF
1426,2710,1016,CAF
1427,176,1017,Dendritic (activated)
1428,4900,1023,CAF
1429,4495,1026,CAF
1430,217,1000,Treg
1431,3399,1013,Dendritic (activated)
1432,4214,1000,CAF
1433,1727,991,Macrophage
1434,2890,991,CD8+ T
1435,2412,953,Macrophage
1436,3144,981,Dendritic (activated)
1437,107,967,Plasma
1438,5065,968,CAF
1439,950,943,CAF
1440,2900,961,CAF
1441,3217,935,CAF
1442,3320,966,CAF
1443,2509,954,Macrophage
1444,4429,959,CAF
1445,3917,905,CAF
1446,3526,929,CAF
1447,1832,916,Macrophage
1448,1666,920,CAF
1449,5363,919,Macrophage
1450,3470,899,Dendritic (activated)
1451,576,894,Plasma
1452,1721,895,CAF
1453,5140,908,CAF
1454,1271,876,Macrophage
1455,3336,878,Macrophage
1456,1330,868,CD8+ T
1457,4634,872,CAF
1458,5131,848,CAF
1459,270,845,Plasma
1460,2190,823,Plasma
1461,4950,831,Macrophage
1462,5291,844,CAF
1463,326,788,Treg
1464,4239,800,Plasma
1465,4019,802,Macrophage
1466,3603,780,CAF
1467,5237,818,CAF
1468,713,792,CAF
1469,2081,787,CAF
1470,1119,763,CAF
1471,5315,776,CAF
1472,5211,760,CAF
1473,4915,743,CAF
1474,2397,736,Endothelial
1475,4594,692,Plasma
1476,4226,678,CAF
1477,2118,677,Plasma
1478,3334,694,Macrophage
1479,2517,696,Macrophage
1480,3268,682,Plasma
1481,2672,666,Macrophage
1482,185,638,CD4+ T
1483,2905,677,Malignant
1484,2289,637,Treg
1485,4193,642,Neutrophil
1486,5007,621,Macrophage
1487,1952,610,CAF
1488,2908,616,Malignant
1489,976,610,CAF
1490,2557,587,Dendritic (activated)
1491,3180,604,Macrophage
1492,2232,581,CAF
1493,2816,596,Endothelial
1494,3647,592,Macrophage
1495,4586,564,CAF
1496,1178,585,Macrophage
1497,3600,572,Macrophage
1498,4266,582,Natural killer
1499,2437,578,CAF
1500,2861,561,Endothelial
1501,967,547,CAF
1502,3646,529,CAF
1503,1920,517,Macrophage
1504,4489,510,Plasma
1505,4915,529,CAF
1506,2642,504,Macrophage
1507,1215,514,Plasma
1508,1843,512,CAF
1509,4086,478,CAF
1510,3924,478,Macrophage
1511,4892,473,Smooth muscle
1512,3058,497,Malignant
1513,1197,467,Treg
1514,3793,473,CAF
1515,3860,470,Malignant
1516,1111,433,Endothelial
1517,1762,435,CAF
1518,3362,422,CAF
1519,1651,419,B
1520,4906,421,CAF
1521,2140,401,CAF
1522,3066,411,CAF
1523,2227,401,Macrophage
1524,2279,385,Natural killer
1525,1101,370,CAF
1526,2928,382,Endothelial
1527,2886,363,Endothelial
1528,4373,368,Plasma
1529,3357,317,CAF
1530,2320,326,CAF
1531,3821,352,Macrophage
1532,1817,308,Plasma
1533,2591,306,Dendritic (activated)
1534,4489,294,CAF
1535,4959,275,Endothelial
1536,5371,311,CAF
1537,2766,278,Macrophage
1538,3010,262,Macrophage
1539,1233,259,Macrophage
1540,3960,254,CAF
1541,2629,237,B
1542,3325,240,Pericyte
1543,1563,223,CAF
1544,4437,214,CAF
1545,4087,202,CAF
1546,3302,202,CAF
1547,4827,204,Smooth muscle
1548,3259,207,Pericyte
1549,4209,186,CAF
1550,4335,184,CAF
1551,3342,154,Dendritic (activated)
1552,2829,169,Macrophage
1553,4844,159,Smooth muscle
1554,3421,147,CAF
1555,2277,126,Plasma
1556,582,122,CAF
1557,710,130,CAF
1558,2202,138,CD8+ T
1559,2541,110,CAF
1560,4226,110,Plasma
1561,4851,105,CAF
1562,3764,106,CAF
1563,2631,96,Plasma
1564,2861,103,Macrophage
1565,2198,74,CAF
1566,2043,63,CAF
1567,3263,74,CAF
1568,3179,77,CAF
1569,5152,48,Malignant
1570,2983,38,Endothelial
1571,4361,44,Plasma
